year,player,pos,age,mp
1988,Benoit Benjamin,C,23,2171
1988,Kent Benson,C,33,12
1988,Walter Berry,SF,23,1922
1988,Larry Bird,SF,31,2965
1988,Otis Birdsong,SG,32,1882
1988,Uwe Blab,C,25,658
1988,Rolando Blackman,SG,28,2580
1988,Nate Blackwell,PG,22,112
1988,Muggsy Bogues,PG,23,1628
1988,Manute Bol,C,25,1136
1988,Dudley Bradley,SG,30,1437
1988,Dudley Bradley,SG,30,5
1988,Dudley Bradley,SG,30,1432
1988,Adrian Branch,SF,24,308
1988,Randy Breuer,C,27,2258
1988,Frank Brickowski,C,28,2227
1988,Michael Brooks,SF,29,133
1988,Mike Brown,C,24,591
1988,Steve Burtt,SG,25,312
1988,Michael Cage,PF,26,2660
1988,Tony Campbell,SF,25,242
1988,Rick Carlisle,SG,28,204
1988,Antoine Carr,PF,26,1483
1988,Joe Barry Carroll,C,29,2004
1988,Joe Barry Carroll,C,29,408
1988,Joe Barry Carroll,C,29,1596
1988,Bill Cartwright,C,30,1676
1988,Terry Catledge,PF,24,1610
1988,Tom Chambers,PF,28,2680
1988,Maurice Cheeks,PG,31,2871
1988,Ben Coleman,PF,26,1498
1988,Ben Coleman,PF,26,657
1988,Ben Coleman,PF,26,841
1988,Norris Coleman,SF,26,431
1988,Steve Colter,PG,25,1513
1988,Steve Colter,PG,25,152
1988,Steve Colter,PG,25,1361
1988,Dallas Comegys,PF,23,1122
1988,Lester Conner,PG,28,399
1988,Jeff Cook,PF,31,359
1988,Michael Cooper,SG,31,1793
1988,Wayne Cooper,C,31,865
1988,Tyrone Corbin,SF,25,1739
1988,Tyrone Corbin,SF,25,1148
1988,Tyrone Corbin,SF,25,591
1988,Dave Corzine,C,31,2328
1988,Winston Crite,SF,22,258
1988,Pat Cummings,PF,31,946
1988,Terry Cummings,PF,26,2629
1988,Earl Cureton,PF,30,1128
1988,Dell Curry,SG,23,1499
1988,Quintin Dailey,SG,27,1282
1988,Adrian Dantley,SF,32,2144
1988,Brad Daugherty,C,22,2957
1988,Brad Davis,PG,32,1480
1988,Charles Davis,SF,29,226
1988,Charles Davis,SF,29,39
1988,Charles Davis,SF,29,187
1988,Walter Davis,SF,33,1951
1988,Darryl Dawkins,C,31,33
1988,Darryl Dawkins,C,31,26
1988,Darryl Dawkins,C,31,7
1988,Johnny Dawkins,PG,24,2179
1988,Darren Daye,SF,27,655
1988,James Donaldson,C,30,2523
1988,Billy Donovan,PG,22,364
1988,Greg Dreiling,C,25,74
1988,Larry Drew,PG,29,2024
1988,Clyde Drexler,SG,25,3060
1988,Kevin Duckworth,C,23,2223
1988,Chris Dudley,C,22,513
1988,Joe Dumars,SG,24,2732
1988,T.R. Dunn,SG,32,1534
1988,Mark Eaton,C,31,2731
1988,Franklin Edwards,PG,28,414
1988,James Edwards,C,32,1705
1988,James Edwards,C,32,1377
1988,James Edwards,C,32,328
1988,Craig Ehlo,SG,26,1709
1988,Dale Ellis,SG,27,2790
1988,Chris Engler,C,28,399
1988,Alex English,SF,34,2818
1988,Mike Evans,PG,32,656
1988,Patrick Ewing,C,25,2546
1988,Jim Farmer,SG,23,157
1988,Dave Feitl,C,25,1128
1988,Kenny Fields,SF,25,154
1988,Vern Fleming,PG,25,2733
1988,Sleepy Floyd,PG,27,2514
1988,Sleepy Floyd,PG,27,680
1988,Sleepy Floyd,PG,27,1834
1988,Tellis Frank,PF,22,1597
1988,World B. Free,SG,34,682
1988,Kevin Gamble,SF,22,19
1988,Winston Garland,PG,23,2122
1988,Armen Gilliam,PF,23,1807
1988,Artis Gilmore,C,38,893
1988,Artis Gilmore,C,38,372
1988,Artis Gilmore,C,38,521
1988,Mike Gminski,C,28,2961
1988,Mike Gminski,C,28,1194
1988,Mike Gminski,C,28,1767
1988,Lancaster Gordon,SG,25,65
1988,Horace Grant,PF,22,1827
1988,Stuart Gray,C,24,807
1988,A.C. Green,PF,24,2636
1988,Rickey Green,PG,33,1116
1988,Sidney Green,PF,27,2049
1988,Dave Greenwood,PF,30,1236
1988,Claude Gregory,PF,29,313
1988,Darrell Griffith,SG,29,1052
1988,Pétur Guðmundsson,C,29,1017
1988,Bob Hansen,SG,27,1796
1988,Bill Hanzlik,SF,30,1334
1988,Derek Harper,PG,26,3032
1988,Ron Harper,SG,24,1830
1988,Steve Harris,SG,24,1084
1988,Steve Harris,SG,24,199
1988,Steve Harris,SG,24,885
1988,Scott Hastings,PF,27,403
1988,Dave Henderson,SG,23,351
1988,Gerald Henderson,PG,32,1505
1988,Gerald Henderson,PG,32,69
1988,Gerald Henderson,PG,32,1436
1988,Kevin Henderson,SG,23,190
1988,Kevin Henderson,SG,23,170
1988,Kevin Henderson,SG,23,20
1988,Conner Henry,SG,24,433
1988,Conner Henry,SG,24,81
1988,Conner Henry,SG,24,145
1988,Conner Henry,SG,24,207
1988,Rod Higgins,SF,28,2188
1988,Roy Hinson,SF,26,2592
1988,Roy Hinson,SF,26,845
1988,Roy Hinson,SF,26,1747
1988,Craig Hodges,SG,27,1445
1988,Craig Hodges,SG,27,983
1988,Craig Hodges,SG,27,462
1988,Michael Holton,PG,26,1279
1988,Dave Hoppen,C,23,642
1988,Dave Hoppen,C,23,35
1988,Dave Hoppen,C,23,607
1988,Dennis Hopson,SG,22,1365
1988,Jeff Hornacek,SG,24,2243
1988,Phil Hubbard,SF,31,1631
1988,Eddie Hughes,PG,27,42
1988,Jay Humphries,PG,25,1809
1988,Jay Humphries,PG,25,1557
1988,Jay Humphries,PG,25,252
1988,Marc Iavaroni,PF,31,1238
1988,Mark Jackson,PG,22,3249
1988,Michael Jackson,PG,23,760
1988,Buck Johnson,SF,24,879
1988,Clemon Johnson,C,31,723
1988,Dennis Johnson,PG,33,2670
1988,Eddie Johnson,SF,28,2177
1988,Frank Johnson,PG,29,1258
1988,Kannard Johnson,SF,22,12
1988,Kevin Johnson,PG,21,1917
1988,Kevin Johnson,PG,21,1043
1988,Kevin Johnson,PG,21,874
1988,Magic Johnson,PG,28,2637
1988,Steve Johnson,C,30,1050
1988,Vinnie Johnson,SG,31,1935
1988,Caldwell Jones,C,37,1778
1988,Charles Jones,PF,30,1313
1988,Charles Jones,PF,26,186
1988,Michael Jordan,SG,24,3311
1988,Jerome Kersey,SF,25,2888
1988,Albert King,SF,28,1593
1988,Bernard King,SF,31,2044
1988,Greg Kite,C,26,1063
1988,Greg Kite,C,26,86
1988,Greg Kite,C,26,977
1988,Joe Kleine,C,26,1999
1988,Bart Kofoed,SG,23,225
1988,Jon Koncak,C,24,1073
1988,Larry Krystkowiak,PF,23,1050
1988,Bill Laimbeer,C,30,2897
1988,Jeff Lamp,SF,28,7
1988,Allen Leavell,SG,30,2150
1988,Fat Lever,SG,27,3061
1988,Cliff Levingston,PF,27,2135
1988,Ralph Lewis,SG,24,310
1988,Reggie Lewis,SG,22,405
1988,Alton Lister,C,29,1812
1988,Brad Lohaus,PF,23,718
1988,John Long,SG,31,2022
1988,John Lucas,PG,34,1766
1988,Maurice Lucas,PF,35,1191
1988,Rick Mahorn,PF,29,1963
1988,Jeff Malone,SG,26,2655
1988,Karl Malone,PF,24,3198
1988,Moses Malone,C,32,2692
1988,Pace Mannion,SF,27,477
1988,Bill Martin,SF,25,101
1988,Maurice Martin,SF,23,136
1988,Wes Matthews,PG,28,706
1988,Cedric Maxwell,SF,32,848
1988,Tim McCormick,C,25,2114
1988,Tim McCormick,C,25,601
1988,Tim McCormick,C,25,1513
1988,Rodney McCray,SF,26,2689
1988,Xavier McDaniel,SF,24,2703
1988,Ben McDonald,PF,25,2039
1988,Mike McGee,SF-SG,28,1003
1988,Mike McGee,SG,28,117
1988,Mike McGee,SF,28,886
1988,Kevin McHale,PF,30,2390
1988,Kevin McKenna,SG,29,393
1988,Derrick McKey,SF,21,1706
1988,Nate McMillan,PG,23,2453
1988,Mark McNamara,C,28,581
1988,Chris McNealy,PF,26,265
1988,Reggie Miller,SG,22,1840
1988,Dirk Minniefield,PG,27,1070
1988,Dirk Minniefield,PG,27,202
1988,Dirk Minniefield,PG,27,868
1988,Mike Mitchell,SF,32,1501
1988,Paul Mokeski,C,31,848
1988,Sidney Moncrief,SG,30,1428
1988,Andre Moore,PF-SF,23,50
1988,Andre Moore,PF,23,34
1988,Andre Moore,SF,23,16
1988,Johnny Moore,PG,29,61
1988,Johnny Moore,PG,29,51
1988,Johnny Moore,PG,29,10
1988,Ron Moore,C,26,59
1988,Ron Moore,C,26,25
1988,Ron Moore,C,26,34
1988,Chris Mullin,SF,24,2033
1988,Jay Murphy,PF,25,46
1988,Ronnie Murphy,SF,23,89
1988,Tod Murphy,PF,24,19
1988,Pete Myers,SG,24,328
1988,Larry Nance,PF,28,2383
1988,Larry Nance,PF,28,1477
1988,Larry Nance,PF,28,906
1988,Calvin Natt,PF,31,533
1988,Ed Nealy,PF,27,837
1988,Martin Nessley,C,22,336
1988,Martin Nessley,C,22,295
1988,Martin Nessley,C,22,41
1988,Chuck Nevitt,C,28,63
1988,Johnny Newman,SF,24,1589
1988,Kurt Nimphius,C,29,919
1988,Ken Norman,SF,23,1435
1988,Mike O'Koren,SF,29,52
1988,Charles Oakley,PF,24,2816
1988,Hakeem Olajuwon,C,25,2825
1988,Jawann Oldham,C,30,946
1988,Louis Orr,SF,29,180
1988,Robert Parish,C,34,2312
1988,Jim Paxson,SG,30,801
1988,Jim Paxson,SG,30,263
1988,Jim Paxson,SG,30,538
1988,John Paxson,PG,27,1888
1988,Sam Perkins,PF,26,2499
1988,Chuck Person,SF,23,2807
1988,Jim Petersen,PF,25,1793
1988,Michael Phelps,SG,26,23
1988,Ricky Pierce,SG,28,965
1988,Ed Pinckney,PF,24,1177
1988,Scottie Pippen,SF,22,1650
1988,Olden Polynice,C,23,1080
1988,Terry Porter,PG,24,2991
1988,Paul Pressey,SG,29,2484
1988,Harold Pressley,SF,24,2029
1988,Mark Price,PG,23,2626
1988,Kurt Rambis,PF,29,845
1988,Blair Rasmussen,C,25,1779
1988,Robert Reid,SG,32,980
1988,Richard Rellford,SF,23,42
1988,Jerry Reynolds,SF,25,1161
1988,Doc Rivers,PG,26,2502
1988,Fred Roberts,PF,27,1032
1988,Alvin Robertson,SG,25,2978
1988,Cliff Robinson,SF,27,2110
1988,Dennis Rodman,SF,26,2147
1988,Johnny Rogers,PF,24,168
1988,Tree Rollins,C,32,1765
1988,Scott Roth,SF,24,201
1988,Brian Rowsom,PF,22,16
1988,Walker Russell,PG,27,1
1988,John Salley,C,23,2003
1988,Ralph Sampson,C-PF,27,1663
1988,Ralph Sampson,PF,27,705
1988,Ralph Sampson,C,27,958
1988,Mike Sanders,SF,27,883
1988,Mike Sanders,SF,27,466
1988,Mike Sanders,SF,27,417
1988,Danny Schayes,PF,28,2166
1988,Russ Schoene,PF,27,973
1988,Detlef Schrempf,SF,25,1587
1988,Byron Scott,SG,26,3048
1988,Carey Scurry,SF,25,455
1988,Carey Scurry,SF,25,447
1988,Carey Scurry,SF,25,8
1988,Brad Sellers,SF,25,2212
1988,Purvis Short,SG,30,1949
1988,Jerry Sichting,PG,31,694
1988,Jerry Sichting,PG,31,370
1988,Jerry Sichting,PG,31,324
1988,Jack Sikma,PF,32,2923
1988,Scott Skiles,PG,23,760
1988,Derek Smith,SG,26,899
1988,Kenny Smith,PG,22,2170
1988,Larry Smith,PF,30,499
1988,Otis Smith,SG,24,1549
1988,Otis Smith,SG,24,191
1988,Otis Smith,SG,24,1358
1988,Mike Smrek,C,25,421
1988,Rory Sparrow,PG,29,1044
1988,Rory Sparrow,PG,29,52
1988,Rory Sparrow,PG,29,992
1988,Steve Stipanovich,C,27,2692
1988,John Stockton,PG,25,2842
1988,John Stroeder,PF,29,271
1988,Jon Sundvold,PG,26,1024
1988,Roy Tarpley,PF,23,2307
1988,Terry Teagle,SG,27,958
1988,Reggie Theus,SG,30,2653
1988,Isiah Thomas,PG,26,2927
1988,Bernard Thompson,SF,25,566
1988,Billy Thompson,SF,24,38
1988,LaSalle Thompson,C,26,1257
1988,Mychal Thompson,C,33,2007
1988,Bob Thornton,PF,25,593
1988,Bob Thornton,PF,25,85
1988,Bob Thornton,PF,25,508
1988,Otis Thorpe,PF,25,3072
1988,Sedale Threatt,PG,26,1055
1988,Sedale Threatt,PG,26,701
1988,Sedale Threatt,PG,26,354
1988,Wayman Tisdale,PF,23,2378
1988,Ray Tolbert,PF,29,259
1988,Ray Tolbert,PF,29,177
1988,Ray Tolbert,PF,29,82
1988,Andrew Toney,SG,30,522
1988,Sedric Toney,PG,25,139
1988,Kelly Tripucka,SF,28,976
1988,Trent Tucker,SG,28,1248
1988,Andre Turner,PG,23,99
1988,Elston Turner,SF,28,98
1988,Melvin Turpin,C,27,1011
1988,Terry Tyler,SF,31,1185
1988,Darnell Valentine,PG,28,1636
1988,Kiki Vandeweghe,SF,29,1038
1988,Jay Vincent,SF,28,1755
1988,Sam Vincent,PG,24,1501
1988,Sam Vincent,PG,24,548
1988,Sam Vincent,PG,24,953
1988,Danny Vranes,SF,29,772
1988,Mark Wade,PG,22,123
1988,Milt Wagner,SG,24,380
1988,Granville Waiters,C,27,114
1988,Darrell Walker,SG,26,940
1988,Kenny Walker,SF,23,2139
1988,Jamie Waller,SG,23,91
1988,Chris Washburn,C,22,260
1988,Chris Washburn,C,22,86
1988,Chris Washburn,C,22,174
1988,Duane Washington,SG,23,156
1988,Kermit Washington,PF,36,56
1988,Pearl Washington,PG,24,1379
1988,Spud Webb,PG,24,1347
1988,Chris Welp,C,24,132
1988,Bill Wennington,C,24,125
1988,Mark West,C,27,2098
1988,Mark West,C,27,1183
1988,Mark West,C,27,915
1988,Ennis Whatley,PG,25,24
1988,Clinton Wheeler,PG,28,513
1988,Eric White,SF,22,352
1988,Tony White,PG,22,581
1988,Tony White,PG,22,2
1988,Tony White,PG,22,117
1988,Tony White,PG,22,462
1988,Jerome Whitehead,C,31,1221
1988,Dominique Wilkins,SF,28,2948
1988,Gerald Wilkins,SG,24,2703
1988,Buck Williams,PF,27,2637
1988,Herb Williams,C,29,1966
1988,Hot Rod Williams,PF,25,2106
1988,John Williams,SF,21,2428
1988,Kevin Williams,SG,26,1084
1988,Reggie Williams,SF,23,857
1988,Kevin Willis,PF,25,2091
1988,Nikita Wilson,SF,23,54
1988,Ricky Wilson,PG,23,420
1988,Ricky Wilson,PG,23,47
1988,Ricky Wilson,PG,23,373
1988,David Wingate,SG,24,1419
1988,Rickie Winslow,SF,23,45
1988,Randy Wittman,SG,28,2412
1988,Joe Wolf,C,23,1137
1988,Leon Wood,PG,25,909
1988,Leon Wood,PG,25,830
1988,Leon Wood,PG,25,79
1988,Mike Woodson,SG,29,2534
1988,Orlando Woolridge,SF,28,622
1988,James Worthy,SF,26,2655
1988,Brad Wright,PF,25,7
1988,Danny Young,PG,25,949
1988,Phil Zevenbergen,C,23,58
1989,Kareem Abdul-Jabbar,C,41,1695
1989,Mark Acres,C,26,632
1989,Michael Adams,PG,26,2787
1989,Mark Aguirre,SF,29,2597
1989,Mark Aguirre,SF,29,1529
1989,Mark Aguirre,SF,29,1068
1989,Danny Ainge,PG,29,2377
1989,Danny Ainge,PG,29,1349
1989,Danny Ainge,PG,29,1028
1989,Mark Alarie,PF,25,1141
1989,Steve Alford,PG,24,906
1989,Steve Alford,PG,24,38
1989,Steve Alford,PG,24,868
1989,Randy Allen,SG,24,43
1989,Greg Anderson,PF,24,2401
1989,Michael Anderson,PG,22,730
1989,Richard Anderson,PF,28,1082
1989,Ron Anderson,SF,30,2618
1989,Willie Anderson,SF,22,2738
1989,John Bagley,PG,28,1642
1989,Thurl Bailey,SF,27,2777
1989,Greg Ballard,SF,34,15
1989,Ken Bannister,PF,28,130
1989,Charles Barkley,PF,25,3088
1989,John Battle,SG,26,1672
1989,Benoit Benjamin,C,24,2585
1989,Ricky Berry,SG,24,1406
1989,Walter Berry,PF,24,1355
1989,Walter Berry,PF,24,556
1989,Walter Berry,PF,24,799
1989,Larry Bird,SF,32,189
1989,Otis Birdsong,SG,33,108
1989,Uwe Blab,C,26,208
1989,Rolando Blackman,SG,29,2946
1989,Muggsy Bogues,PG,24,1755
1989,Manute Bol,C,26,1769
1989,Anthony Bowie,SG,25,438
1989,Sam Bowie,C,27,412
1989,Dudley Bradley,SG,31,267
1989,Adrian Branch,SF,25,811
1989,Randy Breuer,C,28,513
1989,Frank Brickowski,C,29,1822
1989,Scott Brooks,PG,23,1372
1989,Mike Brown,C,25,1051
1989,Tony Brown,SF-SG,28,365
1989,Tony Brown,SG,28,91
1989,Tony Brown,SF,28,274
1989,Mark Bryant,PF,23,803
1989,Greg Butler,C,22,140
1989,Michael Cage,PF,27,2536
1989,Tony Campbell,SF,26,787
1989,Antoine Carr,PF,27,1488
1989,Joe Barry Carroll,C,30,1996
1989,Bill Cartwright,C,31,2333
1989,Terry Catledge,PF,25,2077
1989,Ron Cavenall,C,29,16
1989,Tom Chambers,PF,29,3002
1989,Mike Champion,SF,24,4
1989,Rex Chapman,SG,21,2219
1989,Maurice Cheeks,PG,32,2298
1989,Derrick Chievous,SF,21,1539
1989,Ben Coleman,PF,27,703
1989,Steve Colter,PG,26,1425
1989,Dallas Comegys,PF,24,1119
1989,Lester Conner,PG,29,2532
1989,Darwin Cook,SG,30,1143
1989,Darwin Cook,SG,30,757
1989,Darwin Cook,SG,30,386
1989,Michael Cooper,SG,32,1943
1989,Wayne Cooper,C,32,1864
1989,Tyrone Corbin,SF,26,1655
1989,Dave Corzine,C,32,1483
1989,Winston Crite,SF,23,6
1989,Pat Cummings,PF,32,1096
1989,Terry Cummings,SF,27,2824
1989,Earl Cureton,C,31,2047
1989,Dell Curry,SG,24,813
1989,Quintin Dailey,SG,28,1722
1989,Adrian Dantley,SF,33,2422
1989,Adrian Dantley,SF,33,1341
1989,Adrian Dantley,SF,33,1081
1989,Brad Daugherty,C,23,2821
1989,Brad Davis,PG,33,1395
1989,Charles Davis,SF,30,545
1989,Mark Davis,SF,25,258
1989,Mark Davis,SF,25,7
1989,Mark Davis,SF,25,251
1989,Walter Davis,SG,34,1857
1989,Darryl Dawkins,C,32,48
1989,Johnny Dawkins,PG,25,1083
1989,Vinny Del Negro,SG,22,1556
1989,Fennis Dembo,SF,23,74
1989,James Donaldson,C,31,1746
1989,Greg Dreiling,C,26,396
1989,Clyde Drexler,SG,26,3064
1989,Kevin Duckworth,C,24,2662
1989,Chris Dudley,C,23,544
1989,Joe Dumars,SG,25,2408
1989,Mike Dunleavy,PG,34,5
1989,T.R. Dunn,SG,33,321
1989,Ledell Eackles,SG,22,1459
1989,Mark Eaton,C,32,2914
1989,James Edwards,C,33,1254
1989,Kevin Edwards,SG,23,2349
1989,Craig Ehlo,SG,27,1867
1989,Dale Ellis,SG,28,3190
1989,Wayne Engelstad,PF,23,50
1989,Alex English,SF,35,2990
1989,Patrick Ewing,C,26,2896
1989,Jim Farmer,SG,24,412
1989,Dave Feitl,C,26,828
1989,Rolando Ferreira,C,24,34
1989,Duane Ferrell,SF,23,231
1989,Vern Fleming,PG,26,2552
1989,Sleepy Floyd,PG,28,2788
1989,Tellis Frank,PF,23,245
1989,Anthony Frederick,SF,24,313
1989,Corey Gaines,SG,23,337
1989,Kevin Gamble,SF,23,375
1989,Winston Garland,PG,24,2661
1989,Tom Garrick,SG,22,1499
1989,Kenny Gattison,PF,24,9
1989,Ben Gillery,C,23,84
1989,Armen Gilliam,PF,24,2120
1989,Mike Gminski,C,29,2739
1989,Grant Gondrezick,SG,26,244
1989,Orlando Graham,PF,23,22
1989,Ron Grandison,PF,24,528
1989,Gary Grant,PG,23,1924
1989,Harvey Grant,PF,23,1193
1989,Horace Grant,PF,23,2809
1989,Stuart Gray,C,25,783
1989,Sylvester Gray,SF,21,1220
1989,Jeff Grayer,SG,23,200
1989,A.C. Green,PF,25,2510
1989,Rickey Green,PG,34,871
1989,Rickey Green,PG,34,370
1989,Rickey Green,PG,34,501
1989,Sidney Green,PF,28,1277
1989,Dave Greenwood,PF,31,1403
1989,Dave Greenwood,PF,31,912
1989,Dave Greenwood,PF,31,491
1989,Darrell Griffith,SG,30,2382
1989,Pétur Guðmundsson,C,30,70
1989,Jack Haley,PF,25,289
1989,Bob Hansen,SG,28,964
1989,Bill Hanzlik,PF,31,701
1989,Derek Harper,PG,27,2968
1989,Ron Harper,SG,25,2851
1989,Steve Harris,SG,25,7
1989,Scott Hastings,C,28,1206
1989,Hersey Hawkins,SG,22,2577
1989,Gerald Henderson,PG,33,986
1989,Rod Higgins,PF,29,1887
1989,Roy Hinson,SF,27,2542
1989,Craig Hodges,SG,28,1204
1989,Craig Hodges,SG,28,92
1989,Craig Hodges,SG,28,1112
1989,Michael Holton,PG,27,1696
1989,Dave Hoppen,C,24,1419
1989,Dennis Hopson,SG,23,1551
1989,Tito Horford,C,23,112
1989,Jeff Hornacek,SG,25,2487
1989,Phil Hubbard,SF,32,191
1989,Eddie Hughes,PG,28,224
1989,Jay Humphries,PG,26,2220
1989,Marc Iavaroni,PF,32,796
1989,Mark Jackson,PG,23,2477
1989,Michael Jackson,PG,24,70
1989,Avery Johnson,PG,23,291
1989,Buck Johnson,SF,25,1850
1989,Dennis Johnson,PG,34,2309
1989,Eddie Johnson,SF,29,2043
1989,Frank Johnson,PG,30,879
1989,Kevin Johnson,PG,22,3179
1989,Magic Johnson,PG,29,2886
1989,Steve Johnson,C,31,1477
1989,Vinnie Johnson,SG,32,2073
1989,Anthony Jones,SG,26,196
1989,Anthony Jones,SG,26,65
1989,Anthony Jones,SG,26,131
1989,Bill Jones,PF,22,307
1989,Caldwell Jones,PF,38,1279
1989,Charles Jones,C,31,1154
1989,Charles Jones,PF,27,516
1989,Shelton Jones,SF,22,682
1989,Shelton Jones,SF,22,92
1989,Shelton Jones,SF,22,13
1989,Shelton Jones,SF,22,577
1989,Michael Jordan,SG,25,3255
1989,Tim Kempton,PF,25,1341
1989,Steve Kerr,PG,23,157
1989,Jerome Kersey,SF,26,2716
1989,Randolph Keys,SF,22,331
1989,Albert King,SF,29,791
1989,Bernard King,SF,32,2559
1989,Greg Kite,C,27,942
1989,Greg Kite,C,27,729
1989,Greg Kite,C,27,213
1989,Joe Kleine,C,27,1411
1989,Joe Kleine,C,27,913
1989,Joe Kleine,C,27,498
1989,Bart Kofoed,SG,24,176
1989,Jon Koncak,C,25,1531
1989,Larry Krystkowiak,PF,24,2472
1989,Bill Laimbeer,C,31,2640
1989,Jeff Lamp,SF,29,176
1989,Jerome Lane,PF,22,550
1989,Andrew Lang,C,22,526
1989,Allen Leavell,SG,31,627
1989,Eric Leckner,C,22,779
1989,Keith Lee,PF,26,840
1989,Jim Les,PG,25,781
1989,Fat Lever,SG,28,2745
1989,Cliff Levingston,PF,28,2184
1989,Ralph Lewis,SF,25,336
1989,Reggie Lewis,SF,23,2657
1989,Alton Lister,C,30,1806
1989,Rob Lock,PF,22,110
1989,Brad Lohaus,PF,24,1214
1989,Brad Lohaus,PF,24,738
1989,Brad Lohaus,PF,24,476
1989,Grant Long,PF,22,2435
1989,John Long,SG,32,919
1989,John Long,SG,32,767
1989,John Long,SG,32,152
1989,Sidney Lowe,SG,29,250
1989,John Lucas,PG,35,842
1989,Rick Mahorn,PF,30,1795
1989,Dan Majerle,SG,23,1354
1989,Jeff Malone,SG,27,2418
1989,Karl Malone,PF,25,3126
1989,Moses Malone,C,33,2878
1989,Danny Manning,PF,22,950
1989,Pace Mannion,SF,28,32
1989,Pace Mannion,SF,28,14
1989,Pace Mannion,SF,28,18
1989,Vernon Maxwell,SG,23,2065
1989,Tim McCormick,C,26,1257
1989,Rodney McCray,SF,27,2435
1989,Xavier McDaniel,SF,25,2385
1989,Ben McDonald,PF,26,103
1989,Mike McGee,SG,29,2027
1989,Kevin McHale,PF,31,2876
1989,Derrick McKey,SF,22,2804
1989,Nate McMillan,PG,24,2341
1989,Mark McNamara,C,29,318
1989,Reggie Miller,SG,23,2536
1989,Todd Mitchell,SF,22,353
1989,Todd Mitchell,SF,22,320
1989,Todd Mitchell,SF,22,33
1989,Paul Mokeski,C,32,690
1989,Sidney Moncrief,PG,31,1594
1989,Chris Morris,SF,23,2096
1989,Richard Morton,PG,22,11
1989,Chris Mullin,SF,25,3093
1989,Pete Myers,SG,25,270
1989,Pete Myers,SG,25,40
1989,Pete Myers,SG,25,230
1989,Larry Nance,PF,29,2526
1989,Calvin Natt,SF,32,353
1989,Calvin Natt,SF,32,168
1989,Calvin Natt,SF,32,185
1989,Craig Neal,PG,24,500
1989,Craig Neal,PG,24,159
1989,Craig Neal,PG,24,341
1989,Ed Nealy,PF,28,258
1989,Ed Nealy,PF,28,94
1989,Ed Nealy,PF,28,164
1989,Chuck Nevitt,C,29,228
1989,Johnny Newman,SF,25,2336
1989,Norm Nixon,PG,33,1318
1989,Ken Norman,SF,24,3020
1989,Charles Oakley,PF,25,2604
1989,Hakeem Olajuwon,C,26,3024
1989,José Ortiz,PF,25,327
1989,Robert Parish,C,35,2840
1989,Jim Paxson,PG,31,1138
1989,John Paxson,PG,28,1738
1989,Will Perdue,C,23,190
1989,Sam Perkins,PF,27,2860
1989,Tim Perry,C,23,614
1989,Chuck Person,SF,24,3012
1989,Jim Petersen,C,26,1633
1989,Ricky Pierce,SG,29,2078
1989,Ed Pinckney,PF,25,2012
1989,Ed Pinckney,PF,25,1334
1989,Ed Pinckney,PF,25,678
1989,Scottie Pippen,SF,23,2413
1989,Olden Polynice,C,24,835
1989,Dave Popson,PF,24,106
1989,Dave Popson,PF,24,68
1989,Dave Popson,PF,24,38
1989,Terry Porter,PG,25,3102
1989,Paul Pressey,SG,30,2170
1989,Dominic Pressley,PG,24,124
1989,Dominic Pressley,PG,24,107
1989,Dominic Pressley,PG,24,17
1989,Harold Pressley,PF,25,2257
1989,Mark Price,PG,24,2728
1989,Kurt Rambis,PF,30,2233
1989,Blair Rasmussen,C,26,1308
1989,Robert Reid,SF,33,2152
1989,Jerry Reynolds,SG,26,737
1989,Mitch Richmond,SG,23,2717
1989,Ramón Rivas,C,22,91
1989,David Rivers,PG,24,440
1989,Doc Rivers,PG,27,2462
1989,Fred Roberts,PF,28,1251
1989,Alvin Robertson,SG,26,2287
1989,Cliff Robinson,SF,28,416
1989,Dennis Rodman,SF,27,2208
1989,Tree Rollins,C,33,583
1989,Rob Rose,SG,24,3
1989,Scott Roth,SF,25,536
1989,Scott Roth,SF,25,72
1989,Scott Roth,SF,25,464
1989,Jim Rowinski,PF-C,28,15
1989,Jim Rowinski,PF,28,8
1989,Jim Rowinski,C,28,7
1989,Brian Rowsom,PF,23,517
1989,John Salley,PF,24,1458
1989,Ralph Sampson,C,28,1086
1989,Mike Sanders,SF,28,2102
1989,Danny Schayes,C,29,1918
1989,Russ Schoene,PF,28,774
1989,Detlef Schrempf,PF,26,1850
1989,Detlef Schrempf,PF,26,845
1989,Detlef Schrempf,PF,26,1005
1989,Byron Scott,SG,27,2605
1989,Rony Seikaly,C,23,1962
1989,Brad Sellers,PF,26,1732
1989,Charles Shackleford,C,22,484
1989,John Shasky,C,24,944
1989,Brian Shaw,SG,22,2301
1989,Purvis Short,SF,31,1157
1989,Jerry Sichting,PG,32,390
1989,Jack Sikma,C,33,2587
1989,Scott Skiles,PG,24,1571
1989,Keith Smart,PG,24,12
1989,Charles Smith,PF,23,2161
1989,Derek Smith,SG,27,1295
1989,Derek Smith,SG,27,600
1989,Derek Smith,SG,27,695
1989,Kenny Smith,PG,23,3145
1989,Larry Smith,PF,31,1897
1989,Otis Smith,SG,25,1597
1989,Rik Smits,C,22,2041
1989,Mike Smrek,PF,26,623
1989,Rory Sparrow,PG,30,2613
1989,John Starks,SG,23,316
1989,Everette Stephens,PG,22,209
1989,Brook Steppe,PG,29,244
1989,John Stockton,PG,26,3171
